ID SALE APPOINTMENT;SALE APPOINTMENT DATE;CITY;ZIP CODE;DEPARTMENT;REGION;LATITUDE;LONGITUDE
3235;2018-05-29 13:30:00;BAGNEUX;92220;Hauts-de-Seine;ILE DE FRANCE;48.8;2.3
5744;2018-09-19 09:00:00;LA QUEUE EN BRIE;94510;Val-de-Marne;ILE DE FRANCE;48.783333;2.583333
4616;2018-07-18 20:00:00;ST MAUR DES FOSSES;94100;Val-de-Marne;ILE DE FRANCE;48.8;2.5
7575;2018-12-07 14:00:00;LA GARENNE COLOMBES;92250;Hauts-de-Seine;ILE DE FRANCE;48.9;2.25
2187;2018-04-09 16:00:00;PARIS;75005;Paris;ILE DE FRANCE;48.8528229;2.3441836
5603;2018-09-11 19:00:00;NEUILLY PLAISANCE;93360;Seine-Saint-Denis;ILE DE FRANCE;48.866667;2.516667
7462;2018-12-04 10:00:00;AUBERVILLIERS;93300;Seine-Saint-Denis;ILE DE FRANCE;48.916667;2.383333
6319;2018-10-17 19:00:00;NEUILLY SUR MARNE;93330;Seine-Saint-Denis;ILE DE FRANCE;48.85;2.533333
4813;2018-07-24 20:00:00;ASNIERES SUR SEINE;92600;Hauts-de-Seine;ILE DE FRANCE;48.9112;2.28556
6039;2018-10-04 09:00:00;PARIS;75016;Paris;ILE DE FRANCE;48.856499400000004;2.2748522
3023;2018-05-19 10:00:00;PARIS;75019;Paris;ILE DE FRANCE;48.8827146;2.3937752999999997
6288;2018-10-16 19:30:00;VILLEMOMBLE;93250;Seine-Saint-Denis;ILE DE FRANCE;48.883333;2.5
6068;2018-10-05 13:30:00;DRANCY;93700;Seine-Saint-Denis;ILE DE FRANCE;48.933333;2.45
2294;2018-04-13 09:00:00;LEVALLOIS PERRET;92300;Hauts-de-Seine;ILE DE FRANCE;48.9;2.283333
1267;2018-02-26 14:00:00;MONTFERMEIL;93370;Seine-Saint-Denis;ILE DE FRANCE;48.9;2.566667
6412;2018-10-23 14:00:00;BOULOGNE BILLANCOURT;92100;Hauts-de-Seine;ILE DE FRANCE;48.833333;2.25
4375;2018-07-11 10:00:00;PARIS;75017;Paris;ILE DE FRANCE;48.8848133;2.3028392999999996
7503;2018-12-05 10:30:00;NEUILLY PLAISANCE;93360;Seine-Saint-Denis;ILE DE FRANCE;48.866667;2.516667
6423;2018-10-23 18:00:00;MONTFERMEIL;93370;Seine-Saint-Denis;ILE DE FRANCE;48.9;2.566667
7036;2018-11-16 10:00:00;PARIS;75005;Paris;ILE DE FRANCE;48.8528229;2.3441836
952;2018-02-10 14:00:00;PARIS;75003;Paris;ILE DE FRANCE;48.8626482;2.3602773999999997
97;2018-01-06 11:00:00;VILLECRESNES;94440;Val-de-Marne;ILE DE FRANCE;48.733333;2.55
2052;2018-03-31 16:00:00;CHENNEVIERES SUR MARNE;94430;Val-de-Marne;ILE DE FRANCE;48.8;2.516667
6357;2018-10-20 10:00:00;NEUILLY SUR SEINE;92200;Hauts-de-Seine;ILE DE FRANCE;48.883333;2.266667
380;2018-01-17 14:00:00;ASNIERES SUR SEINE;92600;Hauts-de-Seine;ILE DE FRANCE;48.9112;2.28556
6179;2018-10-11 14:00:00;PARIS;75011;Paris;ILE DE FRANCE;48.8562437;2.3713296
6859;2018-11-09 15:00:00;GARCHES;92380;Hauts-de-Seine;ILE DE FRANCE;48.841667;2.183333
7754;2018-12-13 18:30:00;PARIS;75018;Paris;ILE DE FRANCE;48.88307329999999;2.3395439
884;2018-02-07 18:00:00;ORMESSON SUR MARNE;94490;Val-de-Marne;ILE DE FRANCE;48.783333;2.55
5240;2018-08-20 19:00:00;ANTONY;92160;Hauts-de-Seine;ILE DE FRANCE;48.75;2.3
1262;2018-02-26 14:00:00;ROMAINVILLE;93230;Seine-Saint-Denis;ILE DE FRANCE;48.883333;2.433333
3044;2018-05-19 14:00:00;SEVRAN;93270;Seine-Saint-Denis;ILE DE FRANCE;48.933333;2.533333
941;2018-02-10 11:00:00;BAGNEUX;92220;Hauts-de-Seine;ILE DE FRANCE;48.8;2.3
6696;2018-11-03 18:00:00;NANTERRE;92000;Hauts-de-Seine;ILE DE FRANCE;48.9;2.2
1224;2018-02-24 10:00:00;PANTIN;93500;Seine-Saint-Denis;ILE DE FRANCE;48.9;2.4
3084;2018-05-22 19:15:00;RUEIL MALMAISON;92500;Hauts-de-Seine;ILE DE FRANCE;48.883333;2.2
469;2018-01-20 11:30:00;CRETEIL;94000;Val-de-Marne;ILE DE FRANCE;48.783333;2.466667
6208;2018-10-13 09:00:00;PARIS;75011;Paris;ILE DE FRANCE;48.8562437;2.3713296
771;2018-02-02 15:00:00;BOULOGNE BILLANCOURT;92100;Hauts-de-Seine;ILE DE FRANCE;48.833333;2.25
2025;2018-03-30 10:00:00;CHOISY LE ROI;94600;Val-de-Marne;ILE DE FRANCE;48.766667;2.416667
645;2018-01-27 14:00:00;CHATENAY MALABRY;92290;Hauts-de-Seine;ILE DE FRANCE;48.766667;2.266667
4221;2018-07-07 09:00:00;PARIS;75008;Paris;ILE DE FRANCE;48.8736011;2.307613
2199;2018-04-10 09:00:00;ST CLOUD;92210;Hauts-de-Seine;ILE DE FRANCE;48.841667;2.216667
7445;2018-12-03 15:00:00;MAISONS ALFORT;94700;Val-de-Marne;ILE DE FRANCE;48.8;2.433333
920;2018-02-09 11:00:00;EPINAY SUR SEINE;93800;Seine-Saint-Denis;ILE DE FRANCE;48.95;2.308333
6525;2018-10-27 14:00:00;COUBRON;93470;Seine-Saint-Denis;ILE DE FRANCE;48.916667;2.583333
5663;2018-09-14 10:00:00;PANTIN;93500;Seine-Saint-Denis;ILE DE FRANCE;48.9;2.4
7079;2018-11-17 14:00:00;PARIS;75017;Paris;ILE DE FRANCE;48.8848133;2.3028392999999996
3282;2018-05-31 17:30:00;CHAVILLE;92370;Hauts-de-Seine;ILE DE FRANCE;48.8;2.2
4711;2018-07-21 10:30:00;CHOISY LE ROI;94600;Val-de-Marne;ILE DE FRANCE;48.766667;2.416667
2837;2018-05-11 11:30:00;PARIS;75020;Paris;ILE DE FRANCE;48.8571263;2.4092574
6545;2018-10-29 13:30:00;BOULOGNE BILLANCOURT;92100;Hauts-de-Seine;ILE DE FRANCE;48.833333;2.25
1894;2018-03-24 11:00:00;FONTENAY SOUS BOIS;94120;Val-de-Marne;ILE DE FRANCE;48.85;2.483333
